Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Anomaly
25.993428306022462,24.72347139765763,26.295377076201383,28.04605971281605,24.531693250553328,24.53172608610164,28.158425631014783,26.534869458305817,24.061051228130097,26.08512008717193,24.073164614375077,24.068540492859487,25.48392454313207,11.173439510684403,21.550164334973932,23.87542494151805,22.974337759331156,25.628494665190548,23.183951848957577,22.175392597329417,27.931297537843108,24.54844739902693,25.13505640937585,22.150503627573087,23.91123455094964,1
25.22184517941973,32.69801284515539,25.751396036691343,23.79872262016239,24.416612500413446,23.796586775541208,28.70455636901788,24.97300555052413,22.8845781420882,26.645089824206377,22.558312700057957,25.41772719000951,21.08065975224045,22.34362790220314,25.393722471738247,26.47693315999082,25.34273656237994,24.76870343522352,24.397792608821423,22.042956019265144,23.560311583210584,24.078722458080424,27.11424445243783,25.68723657913692,21.47391968927453,1
25.64816793878959,24.229835439167367,23.64615599938808,26.223352577681737,27.0619990449919,26.8625602382324,13.321564953554724,24.381575248297573,25.662526862807127,26.95109025424472,24.04165152430942,24.628682046672367,22.787330051987944,22.60758675183866,26.6250516447884,27.712480057141647,24.85597975683933,27.007065795784047,25.723272050095268,23.70976049078975,25.722791211016823,28.07607313293194,24.928347921780095,28.12928731162801,19.76050979182051,1
26.643805008750448,25.17409413647634,24.401985299068265,25.183521553071003,21.02486217079821,24.560656224324976,25.71422514302349,27.955788089483036,23.963459563452705,23.383012794213624,23.996485912830927,26.83080423540415,25.65750221931937,23.940479592465923,26.02653486622671,25.19415509869608,26.937289981065778,23.595893812245293,24.344675706804463,24.215783693735684,22.072970103735763,25.59224055412915,25.52211054435978,15.01022691328492,24.530825733249703,1
22.169258515899173,24.15870935446928,24.314570966946462,33.39544546155676,24.67742857666798,25.80810171362908,28.77237180242106,25.34915562566368,25.51510078144553,24.851108168467665,21.16245756940192,24.946972249101567,25.12046041988205,29.92648422497057,24.615278070437757,25.603094684667223,24.930576460589517,22.662643924760932,27.285645629030043,26.503866065373547,26.58206389408609,23.18122509041052,27.8055886218722,22.19629787441544,26.17371418760054,1
29.38091125161996,23.01892734973862,23.867404540794457,25.199302730175283,23.9930486917676,21.898673137867736,25.137125949612056,22.87539257254779,25.94718486127036,23.161151531532397,28.09986881003508,23.43349341532753,24.35587696758865,26.62703443473934,22.53827136713209,25.454919869208258,27.61428550856485,21.785033530877545,35.36926771706461,25.51976558849685,26.56364574355462,22.52609857824384,22.359086773831446,26.043883131233795,25.593969346466373,1
25.500985700691757,25.69289641899395,23.63995055684302,25.464507394322005,15.58614494659736,23.571297163947264,28.731549022289517,25.94766584182357,22.617393005594703,26.31310721726766,23.05063665954536,26.574169207484903,27.317191158014808,23.358635363296575,26.926752258488644,25.825561853873,26.64412031998898,28.79358596530789,24.50922376799426,23.49252767128502,23.220971140748954,23.368379430069123,24.845796581171797,25.682303949633287,25.55338159866004,1
26.654366498072047,25.02600378375581,27.907068154314636,24.47068633352409,30.44033833317924,26.25133469553001,23.285684887167434,22.85821500387777,25.96494483048637,24.5530744293483,26.428000988184184,25.94647524914709,24.854342174686256,23.30641256386319,21.97030555062827,24.10697009586596,26.712797588646943,25.42818748826041,22.508522442576023,25.346361851702365,25.770634759457675,23.23228512759773,25.30745021189105,15.116417436892,22.714059404338755,-1
25.71557472069657,26.12156905273647,27.166102486350557,27.107604104069807,22.244661264085817,23.12434992016976,26.03007053441732,26.027571901824416,26.03009537261209,32.705462981309445,26.141781021386333,37.2711312803612,26.90800352698641,26.3027825026116,24.369461510719308,26.517938440986534,23.45434957092485,24.526362786519982,24.02927290434179,25.163748278772644,29.629317133347016,21.265469614816503,26.372520380749027,21.774568257620697,24.05613626842113,1
27.177901193934733,25.12856003819093,22.844510444141388,23.569392581480063,26.35919549786935,23.539266736565725,25.43291717916395,25.091143679807622,23.696799304788367,29.28788817865065,26.267838044636022,20.949714826684787,25.372908629538856,23.676427070463223,26.704866669592448,23.4149585231346,24.7705271170662,26.009974557960916,16.731510388340244,22.59940718588845,24.330997528318104,24.050109377678087,23.69334153485257,28.530908480562196,25.80996342192191,1
