Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25
25.993428306022466,24.72347139765763,26.295377076201383,28.04605971281605,24.531693250553328,24.53172608610164,28.158425631014783,26.534869458305817,24.061051228130097,26.08512008717193,24.073164614375074,24.068540492859487,25.48392454313207,11.173439510684403,21.550164334973935,23.875424941518055,22.974337759331153,25.628494665190548,23.183951848957577,22.175392597329417,27.931297537843108,24.54844739902693,25.13505640937585,22.150503627573087,23.911234550949636
25.22184517941973,32.69801284515539,25.751396036691343,23.79872262016239,24.416612500413446,23.796586775541208,28.704556369017876,24.97300555052413,22.8845781420882,26.645089824206377,22.558312700057954,25.41772719000951,21.08065975224045,22.34362790220314,25.393722471738247,26.47693315999082,25.34273656237994,24.768703435223518,24.397792608821423,22.042956019265144,23.560311583210584,24.078722458080424,27.11424445243783,25.687236579136922,21.47391968927453
25.64816793878959,24.229835439167367,23.646155999388082,26.223352577681737,27.0619990449919,26.862560238232398,13.321564953554724,24.381575248297573,25.662526862807127,26.95109025424472,24.04165152430942,24.628682046672367,22.787330051987944,22.60758675183866,26.625051644788396,27.712480057141647,24.855979756839332,27.007065795784047,25.723272050095268,23.70976049078975,25.722791211016826,28.07607313293194,24.928347921780098,28.129287311628012,19.76050979182051
26.643805008750448,25.17409413647634,24.401985299068265,25.183521553071003,21.024862170798215,24.560656224324976,25.714225143023494,27.955788089483033,23.963459563452705,23.383012794213624,23.996485912830927,26.83080423540415,25.65750221931937,23.940479592465923,26.02653486622671,25.19415509869608,26.937289981065778,23.595893812245293,24.344675706804463,24.215783693735684,22.072970103735763,25.59224055412915,25.52211054435978,15.01022691328492,24.530825733249706
22.169258515899173,24.15870935446928,24.314570966946462,33.39544546155676,24.67742857666798,25.80810171362908,28.77237180242106,25.349155625663677,25.51510078144553,24.851108168467665,21.162457569401916,24.946972249101567,25.120460419882054,29.926484224970572,24.615278070437753,25.603094684667226,24.930576460589513,22.662643924760935,27.285645629030043,26.503866065373547,26.582063894086094,23.18122509041052,27.805588621872197,22.19629787441544,26.17371418760054
29.380911251619956,23.01892734973862,23.867404540794457,25.199302730175283,23.9930486917676,21.898673137867736,25.137125949612056,22.87539257254779,25.94718486127036,23.161151531532393,28.09986881003508,23.433493415327526,24.35587696758865,26.62703443473934,22.53827136713209,25.454919869208258,27.614285508564855,21.785033530877545,35.36926771706461,25.519765588496846,26.56364574355462,22.526098578243836,22.359086773831446,26.043883131233795,25.593969346466373
25.500985700691754,25.69289641899395,23.63995055684302,25.464507394322005,15.586144946597361,23.571297163947264,28.731549022289514,25.947665841823575,22.617393005594703,26.31310721726766,23.050636659545358,26.574169207484903,27.317191158014808,23.358635363296578,26.926752258488644,25.825561853872998,26.64412031998898,28.793585965307894,24.50922376799426,23.49252767128502,23.220971140748954,23.368379430069123,24.845796581171793,25.682303949633287,25.55338159866004
26.654366498072047,25.026003783755815,27.907068154314633,24.47068633352409,30.440338333179238,26.251334695530012,23.285684887167434,22.858215003877774,25.96494483048637,24.5530744293483,26.428000988184184,25.94647524914709,24.854342174686256,23.30641256386319,21.97030555062827,24.106970095865957,26.712797588646943,25.42818748826041,22.508522442576023,25.346361851702365,25.770634759457675,23.232285127597734,25.307450211891055,15.116417436892,22.714059404338755
25.715574720696566,26.12156905273647,27.166102486350553,27.107604104069807,22.244661264085817,23.124349920169756,26.03007053441732,26.027571901824416,26.030095372612095,32.705462981309445,26.141781021386333,37.271131280361196,26.908003526986406,26.302782502611596,24.369461510719308,26.517938440986534,23.454349570924855,24.526362786519982,24.02927290434179,25.163748278772644,29.629317133347016,21.265469614816503,26.372520380749027,21.774568257620697,24.056136268421135
27.177901193934733,25.128560038190926,22.844510444141388,23.569392581480063,26.35919549786935,23.539266736565725,25.43291717916395,25.091143679807626,23.696799304788367,29.28788817865065,26.267838044636022,20.949714826684787,25.372908629538856,23.676427070463223,26.704866669592448,23.414958523134597,24.7705271170662,26.009974557960913,16.731510388340244,22.59940718588845,24.330997528318104,24.050109377678087,23.693341534852575,28.530908480562193,25.80996342192191
22.47823209132991,26.835723894109552,29.244312394025265,27.064930521102294,21.961260068091974,24.0315318542675,27.533822298373245,23.58466106876244,25.887638856292458,16.549268106858673,23.146139056843833,24.8809492878764,18.517465319861856,22.95122471733142,24.49486369721368,22.504433636070303,28.26482260786327,22.139717244078735,24.119911026606033,25.261481154572184,27.88254657813223,22.128275697641122,27.32632750430992,25.020466122039174,23.036982697904097
25.924206948526543,25.398119391146942,23.79956624568241,25.13960416998004,24.22937280627648,25.227034690502496,26.324261349042093,28.172033632290706,22.5243690023463,39.26606674931253,21.095824400954996,24.696429809928834,26.176634412969154,25.561983735470065,23.75460096035881,24.58375549928545,24.013998130682335,23.821270486111576,26.69920419404205,25.714030971930093,23.614180809478693,26.799199750866503,25.61459904175322,26.62572423767792,26.259257683847224
23.342009978155854,23.87963791960606,26.494587210246525,26.22074053086693,24.958196812071705,25.234654766617563,27.55532979157685,23.81685722232834,26.094194762340077,24.595614695132213,24.56463759354556,27.19755370397438,26.65083269797606,36.62701927200128,27.61095761430866,25.042007683265517,26.363905942589927,24.379466486813087,25.648332704976884,24.739713891264632,25.193991929985437,26.190314050873827,23.363558633533057,29.18477455137092,22.987965237000594
22.571622774424537,27.316221747000135,26.58332538792587,26.24823963410431,26.25669101852856,24.97550645430617,23.20549125702834,25.15160911638745,23.645676576975777,26.9502394668355,24.705885236995723,23.349005606414977,24.357228316694012,25.825862908551247,23.87255089439205,13.355559208867138,25.487374422983823,25.489933142217446,23.98611364925774,24.057923388763353,25.464099874715274,22.10383131700535,22.18507245124689,23.563111557495127,24.573105696576306
25.62181513119601,27.950712433899103,26.71531924640404,24.680122940073147,24.96196758419462,22.994941270724382,24.96297372801522,24.422682722159724,25.645437120676178,23.345538112895355,26.038693028482346,28.065477826005157,24.782479703086285,25.803423444197882,26.380287983422225,24.19755905622833,25.448184963620832,25.02518480156359,25.195352197097662,33.45398043228907,25.049020348517885,25.9959965824909,27.902287215590082,26.918541652170415,29.306364915023114
23.4653048742239,26.744641273441356,25.366684011476703,29.379605866435345,23.383403429289697,33.32055631563845,23.801214709111957,20.752208551380384,23.94848995663848,23.481734676892604,25.300787572952416,25.68351195155432,28.752341678431772,26.900847676372102,23.846192688675195,23.203170657303286,25.983838343013012,22.359533585958715,28.662917531708707,27.358880241442574,24.06164869579059,21.573730941818244,27.707744748330825,24.770920309494763,27.47563262394692
21.811144682411268,23.801249954092455,25.010487399436368,25.093961187529484,24.099869057041513,26.245699864695,22.86475914123481,24.71524102995741,25.2405912634238,26.0288776681175,26.42322975617778,22.750715816324263,21.931771658528756,27.55535364379702,25.66462802395918,23.503026926886893,28.102303951045045,15.231349268585717,27.358594368127655,25.13503696282022,29.121495849763974,28.510681684886407,24.502071703041853,26.94314190190871,26.290751899170296
27.737263115064696,23.07015307883979,26.372102919996877,27.116848973699177,31.482521027153773,22.63348297466845,20.9215356444798,24.461186331110884,26.435084511591924,28.004714104192058,25.14818956083955,28.257231091142582,22.239797083570217,21.59323512128969,24.88890460220676,25.768130897878613,24.934610503811815,20.865115799920247,24.821759920974422,22.391060998990294,26.339345097660075,25.733196492193695,23.12024042734529,23.972266165326612,22.881572956222097
24.874641805453656,26.910284641002477,23.028547907328914,26.00809303103569,23.93948476325512,13.414254335475313,24.785939280090883,22.92951535516125,23.892701389305635,22.6042442148223,28.929450265832777,25.07052710394346,23.60054898401483,25.427959821468445,24.775343900618342,24.558060800933553,26.22833340008685,26.51501542009461,23.938997704778945,23.84836351871064,24.44989660569671,20.39615767052883,21.969617875602896,27.73374853488905,28.28993542700257
24.501927920887244,26.153113926111534,25.622500309087073,31.157761616910477,27.23914982286915,24.744164817038467,23.088919118799147,21.787107359484857,25.406927271734446,23.487298509431394,22.15549258080465,23.706854231514946,22.83690399277121,38.37428327014513,26.7632795138989,24.984054717366764,27.959888277780053,25.154736615295235,23.277431597343472,28.046248154539313,26.077820087369318,22.925507691347086,24.619322643832785,23.248763493230484,22.234400538071327
26.85235509506328,28.81883328094026,22.202864852361717,26.12593847338114,23.698714861756347,24.02574923247061,23.81521215152226,23.272018460640368,25.097043255889655,23.338099767177923,25.540913651559677,24.899523781101728,24.52210390626718,33.18487267591681,23.846457338863335,26.51078245165151,26.001834375248762,23.044889510402896,25.19866461085845,26.502774246743577,21.66118943775726,26.08672038475987,23.674752482108307,26.14119733718632,23.473481686914965
21.39023579867096,21.744915124233675,25.096169893322763,25.519445003442964,23.191366749791182,26.27718491755475,21.67695987546208,24.867840402705365,22.577967600475088,23.69632778439568,25.094797342632827,23.279173269432096,24.23088891154035,27.01258561842888,23.846216260953703,26.671384224130282,22.740586290684764,26.059608355830566,27.8831372413158,20.05671099974542,23.406209489059048,36.15414425436108,24.593909227914015,25.742291746742616,23.792029626568358
25.1731795749458,24.68864552921584,27.335564123319614,25.508841686602427,25.675205324150404,24.176246067755066,24.024787551855013,24.134883624360757,25.788904284756594,24.158031038359475,25.579549713792826,39.15080159729088,26.742249406863383,24.347952935664317,27.40242784432789,24.183849253956897,20.923750929644292,22.98382737816519,21.25841615794829,24.296973031917382,25.036836758379103,28.352874624550566,25.653854747528325,24.56179894238227,26.658811162366977
20.57772938198423,25.47122911621713,26.541730387773935,22.04282750844032,27.287508086413858,25.67699281498883,24.169424172198397,26.26556373221257,29.54138571560879,35.36373251011699,25.496441172600672,24.081278200919513,23.300311261070416,26.66067163308849,23.287832348182267,25.143132474438787,24.044685106469768,25.957959651492782,25.667324210573895,27.0750798885158,23.979967202290506,24.460250129413257,23.042472568435386,24.111413479847776,25.754600986089706
26.513977233290703,23.15566935164475,26.739211840211322,27.7112757176099,25.8268698064474,28.753591625116133,23.452421601792853,22.510690593377166,21.442559502191443,27.992088622978365,26.308731312708115,24.88883065817909,25.559937252639642,22.749021905403247,29.891503959233653,25.258442363950454,25.218789589209784,26.451533247797386,25.962018463473427,35.44776804855826,23.419051089109377,25.94293671427199,28.764048992950066,27.690840092309955,28.186373253278795
23.97756864713763,23.020790359482838,24.748426159800704,25.111449824577388,27.188383036941897,21.61507074057036,28.059100638921226,14.683984202842023,24.14623786010516,22.975791249479666,21.690286656268462,26.64634116792383,25.146635934376807,22.420078200517892,22.409842455872766,24.328430601419743,28.338043050578786,24.48081729727279,21.99371409376379,24.50851387182811,24.45455286050466,19.606226714116858,24.891410266964375,24.538130939582643,26.392412729626837
28.69791218989069,27.253130059095515,24.46222261889034,22.78694818251666,30.146719606499722,25.118436868028976,25.027858583825893,24.951749825779995,25.39616952153571,24.711279176152114,23.85267598623953,23.906282117519215,14.934493459568003,23.91315045773247,23.574308434645673,25.212860455383794,24.49004556515829,28.007985977165376,19.698060383213978,27.183013703844924,27.49217038499526,20.8532195351837,24.314624811839302,24.257118268008416,22.18497661056436
23.44436662481825,22.778848309068344,28.504540886847245,26.87135678629492,27.54311018998832,26.44334412808647,22.74189645756554,23.950959467440452,25.978749122455834,22.55574438221611,26.425996860344775,24.51934920368373,24.250358384900807,26.421919936406983,25.88852662297208,24.27806766836184,27.318659606728495,22.837873344800204,26.231871213888528,16.186202515936767,24.38090712137202,25.652266044484236,22.497772847229395,26.848054038413803,24.63019572711402
23.95455395896192,27.098018451673777,23.591312618914483,22.18307740727288,21.886741652952193,26.212019902691278,22.439141295007435,28.509588363968728,20.836141184232556,28.392912736580076,25.422034934405236,24.806573776259214,23.9101618263821,25.798272228704143,24.924730595150304,27.206603764033044,25.22845529732408,25.300603522923755,14.27277557557229,24.886108752557867,25.615603537784118,21.57966321468675,22.303629155788574,26.48652818804543,25.341730876255884
24.632033327294643,25.036867866130788,25.695163410723342,23.920480639381278,23.443390549195374,25.391690510195364,33.043254444769936,25.816505511428943,21.59483279152432,27.058311274651288,25.945194964826086,25.51205946862775,26.965381967891027,28.330948888925153,27.02874013003626,21.31825153733671,22.440846066528596,23.75036284460864,25.052182100421668,26.035318040938247,23.548512373693068,25.373533528954155,23.489234135293355,23.776964394016105,22.186677806303557
13.153533507778192,22.29663078876733,23.048253494045333,27.10728359321568,23.101202222336113,30.26476412967478,25.98663580176178,25.369672247389747,23.283284439637573,26.40061975881798,23.848724347524453,25.244019629290722,30.12016907653759,24.8078802005507,27.298546652571353,23.593647149748225,24.930023019006075,28.54160127127102,23.746065884424464,28.624897115993857,26.41550387091095,23.875066448211463,26.264815478111043,26.94510889925346,26.24361992443439
21.859550560219088,23.545725648350263,24.50496272889699,24.851133141799906,26.241344195101355,25.35540200186651,22.3293112825798,25.760395702011927,26.221171490567645,26.11958089586208,27.161561451109243,26.66784430909781,25.918360158456874,24.859668577082704,21.678078132968018,25.85923643826517,25.41537537432622,25.54315767439075,22.44650284835938,12.837886919183475,27.106305706665808,24.92088969228669,26.36300139474525,25.05663675226092,25.05951227899149
26.876567611951995,23.967910543565253,25.192241553881967,24.075449422589916,24.13100754513537,24.38165575306272,25.444267543267426,24.042502756673045,27.511512251147042,23.210785395560993,24.626256711677282,24.12053788345165,27.893955768707464,15.393109553023148,27.06368907893727,22.028879253926057,25.534100531738517,26.779261591246875,25.16456797855085,27.130960750130704,23.965423099799256,27.81869488037116,29.5977962472385,24.27432287912068,24.108994957198455
27.906768954235403,28.159144291461423,23.954279945693465,24.159626365808286,24.436430782278986,22.311098977931447,23.162696107031604,22.991718466495865,23.464404869791743,24.930630225226437,25.46842946507304,28.101000985628154,13.003291918522418,26.968644796953168,24.57202231154898,24.901072580695136,26.349638984333208,22.754555956875404,25.7648194923681,25.33290441642611,25.9849025280163,25.578337287815636,29.91060027982179,23.724520031497367,23.938006089996364
23.75371894715047,13.88904576167949,23.725225745386965,27.378033062215103,27.84100849597971,23.858507412501048,23.335288853791543,25.942831112772808,23.895553911438057,26.26586363551102,25.4058460417026,21.968511770005534,28.095010402660122,28.591755346191043,23.774422619031228,24.224596880128033,25.57173078144981,25.66891357997405,26.317088545345662,29.020409077532697,24.646105545011903,23.403405510923093,22.241361543970946,23.538139920116162,24.933746054252406
28.589115727035576,23.964777401927655,25.447575903277798,24.967154207854495,27.376786546896167,30.053864851747242,23.938262454159357,24.021121114963556,27.088321754138143,26.363782979252623,28.693414651472068,26.16785637065193,24.28141581842588,16.181309661384617,27.217407161165816,26.64096436239473,26.014548062214594,27.13334937917831,27.338591180891346,27.764317982075056,26.297419775179286,24.665763839366292,25.293427372866645,27.413017933016715,23.366128658025527
25.737346617745803,24.213322375345278,25.057489645869634,27.556903725214596,15.382198136039808,25.092873096312296,22.28028771804016,26.492507132054442,26.29096836228215,29.32650944661092,24.384443530094,25.43830065532788,25.49876736742151,28.15490655952695,24.809408935226095,25.55804305154068,26.21579301943308,25.373218246312717,24.107132770898943,25.388179985796615,27.147263499719543,22.94696940117788,25.265939348293752,23.599758370121652,27.390093257849685
21.953626190432452,23.882156305456824,25.754423750129043,28.131048058468682,24.868499477854023,23.889600946613605,28.76231413888118,22.10397219916751,20.602388086759838,25.880028900106666,23.99589155129478,22.957534365738574,26.416712894598707,25.487601427542398,23.871842738526542,22.43939120265821,26.74491465656029,26.30040235591732,34.801648272441234,28.69327399209533,22.859830467347695,21.94894965815052,23.616183860237513,24.908827967289003,25.486678898645383
24.51752788428734,25.704110793028594,22.496921151619112,27.887529208146518,24.835697643214864,27.234591663176253,25.68545069275541,25.913506438307568,26.13953456046441,25.89541712003463,26.285445519735088,27.658305060264862,25.39304233940294,26.418007515177024,24.820528611425548,27.880234430898945,23.64721539588146,28.60188086582163,24.919684098711315,22.138449795763904,25.256208829821578,23.637896685050237,26.68128709797745,33.69475204139522,24.10763313357044
21.22091853810894,24.095387361501846,20.152241346742088,21.832194353028555,26.520829312288594,26.571600317301666,25.85091512356993,23.066047713741575,24.90457728771604,24.992794921818863,22.683270621614916,28.0067966035343,26.754724581151343,24.558071652340672,15.053771677989062,25.416765615895105,20.91653026315142,24.505645234958806,23.636031504004404,22.996759980210168,24.437799414228092,28.595373053699046,26.28168572253402,23.857642020434405,26.145165562712318
